Frame,Tiempo,Tipo,Etiqueta,Confianza,Area,Coordenadas
108,0:03,Objeto,car,0.38,12283,"(1105, 311, 1278, 382)"
109,0:03,Objeto,bus,0.83,62663,"(409, 338, 690, 561)"
109,0:03,Objeto,car,0.62,12432,"(1111, 309, 1279, 383)"
109,0:03,Fuego,fire,0.21,1008,"(501, 519, 529, 555)"
110,0:03,Objeto,bus,0.8,64512,"(406, 338, 694, 562)"
110,0:03,Objeto,car,0.58,11736,"(1116, 310, 1279, 382)"
110,0:03,Fuego,fire,0.27,1189,"(502, 519, 531, 560)"
111,0:03,Objeto,bus,0.62,64960,"(407, 338, 697, 562)"
111,0:03,Objeto,truck,0.54,65408,"(406, 339, 698, 563)"
111,0:03,Objeto,car,0.39,11304,"(1123, 310, 1280, 382)"
111,0:03,Fuego,fire,0.29,1147,"(505, 518, 536, 555)"
112,0:03,Objeto,bus,0.72,65925,"(406, 339, 699, 564)"
112,0:03,Objeto,car,0.48,11476,"(1129, 307, 1280, 383)"
113,0:03,Objeto,bus,0.81,66896,"(408, 338, 704, 564)"
113,0:03,Objeto,car,0.69,10286,"(1141, 309, 1280, 383)"
114,0:03,Objeto,bus,0.52,69156,"(408, 338, 714, 564)"
114,0:03,Objeto,truck,0.51,69008,"(409, 338, 713, 565)"
114,0:03,Objeto,car,0.38,9324,"(1153, 310, 1279, 384)"
115,0:03,Objeto,truck,0.79,70380,"(414, 338, 720, 568)"
115,0:03,Objeto,car,0.65,8094,"(1164, 313, 1278, 384)"
115,0:03,Fuego,fire,0.23,1995,"(665, 507, 722, 542)"
115,0:03,Fuego,fire,0.21,1558,"(532, 522, 573, 560)"
116,0:03,Objeto,bus,0.74,71530,"(420, 338, 731, 568)"
116,0:03,Objeto,car,0.7,6240,"(1183, 319, 1279, 384)"
117,0:03,Objeto,truck,0.67,73312,"(426, 339, 742, 571)"
117,0:03,Objeto,car,0.66,5214,"(1200, 318, 1279, 384)"
117,0:03,Fuego,fire,0.21,1683,"(554, 525, 605, 558)"
118,0:03,Objeto,bus,0.77,73227,"(436, 339, 753, 570)"
118,0:03,Objeto,car,0.47,3770,"(1221, 319, 1279, 384)"
118,0:03,Objeto,truck,0.39,74412,"(436, 338, 754, 572)"
119,0:03,Objeto,bus,0.86,75348,"(444, 338, 766, 572)"
120,0:04,Objeto,bus,0.64,77080,"(455, 338, 783, 573)"
120,0:04,Objeto,truck,0.48,76936,"(455, 338, 781, 574)"
121,0:04,Objeto,bus,0.64,78255,"(464, 337, 797, 572)"
121,0:04,Objeto,truck,0.57,77688,"(465, 338, 797, 572)"
121,0:04,Fuego,fire,0.21,280,"(585, 438, 605, 452)"
122,0:04,Objeto,bus,0.83,79768,"(473, 337, 811, 573)"
123,0:04,Objeto,bus,0.7,81158,"(484, 337, 825, 575)"
123,0:04,Objeto,truck,0.5,81738,"(483, 336, 825, 575)"
124,0:04,Objeto,truck,0.62,82694,"(493, 335, 839, 574)"
124,0:04,Objeto,bus,0.52,83280,"(492, 335, 839, 575)"
125,0:04,Objeto,bus,0.68,83280,"(504, 335, 851, 575)"
125,0:04,Objeto,truck,0.46,83520,"(503, 335, 851, 575)"
125,0:04,Fuego,fire,0.22,280,"(637, 438, 657, 452)"
126,0:04,Objeto,truck,0.72,86037,"(506, 335, 863, 576)"
126,0:04,Objeto,bus,0.62,86037,"(506, 334, 863, 575)"
127,0:04,Objeto,truck,0.77,87723,"(511, 334, 872, 577)"
127,0:04,Objeto,bus,0.45,87723,"(511, 334, 872, 577)"
127,0:04,Objeto,car,0.37,4945,"(162, 359, 277, 402)"
127,0:04,Fuego,fire,0.27,930,"(680, 535, 710, 566)"
127,0:04,Fuego,fire,0.23,725,"(839, 519, 864, 548)"
128,0:04,Objeto,bus,0.64,88695,"(514, 334, 879, 577)"
128,0:04,Objeto,truck,0.64,88452,"(514, 335, 878, 578)"
128,0:04,Fuego,fire,0.2,285,"(665, 437, 684, 452)"
129,0:04,Objeto,truck,0.66,90895,"(517, 334, 888, 579)"
129,0:04,Objeto,bus,0.58,91140,"(516, 333, 888, 578)"
129,0:04,Fuego,fire,0.36,1050,"(697, 534, 727, 569)"
129,0:04,Fuego,fire,0.21,1617,"(695, 529, 728, 578)"
129,0:04,Fuego,fire,0.2,756,"(855, 520, 882, 548)"
130,0:04,Objeto,bus,0.77,93119,"(517, 333, 894, 580)"
130,0:04,Objeto,truck,0.53,92742,"(518, 334, 895, 580)"
130,0:04,Objeto,car,0.46,4446,"(137, 360, 251, 399)"
130,0:04,Fuego,fire,0.23,750,"(703, 533, 728, 563)"
131,0:04,Objeto,bus,0.68,94371,"(516, 332, 895, 581)"
131,0:04,Objeto,truck,0.61,94371,"(517, 333, 896, 582)"
131,0:04,Objeto,car,0.47,4641,"(125, 361, 244, 400)"
131,0:04,Fuego,fire,0.2,270,"(682, 438, 700, 453)"
132,0:04,Objeto,truck,0.77,96384,"(516, 333, 900, 584)"
132,0:04,Fuego,fire,0.26,1170,"(709, 537, 739, 576)"
133,0:04,Objeto,truck,0.83,98028,"(513, 332, 902, 584)"
133,0:04,Objeto,car,0.46,4920,"(94, 361, 217, 401)"
133,0:04,Fuego,fire,0.23,1505,"(709, 535, 744, 578)"
134,0:04,Objeto,truck,0.77,99822,"(511, 333, 904, 587)"
134,0:04,Fuego,fire,0.24,1216,"(714, 539, 746, 577)"
135,0:04,Objeto,truck,0.82,102912,"(505, 334, 907, 590)"
136,0:04,Objeto,truck,0.88,106340,"(498, 334, 907, 594)"
136,0:04,Fuego,fire,0.24,1152,"(717, 546, 753, 578)"
137,0:04,Objeto,truck,0.88,107944,"(494, 335, 906, 597)"
138,0:04,Objeto,truck,0.88,110197,"(488, 337, 907, 600)"
138,0:04,Fuego,fire,0.27,285,"(691, 451, 710, 466)"
139,0:04,Objeto,truck,0.89,113316,"(482, 338, 908, 604)"
139,0:04,Fuego,fire,0.24,285,"(691, 453, 710, 468)"
140,0:04,Objeto,truck,0.89,114972,"(478, 340, 907, 608)"
140,0:04,Fuego,fire,0.3,1665,"(717, 560, 762, 597)"
141,0:04,Objeto,truck,0.92,119625,"(473, 339, 908, 614)"
141,0:04,Fuego,fire,0.21,440,"(689, 459, 711, 479)"
142,0:04,Objeto,truck,0.9,121992,"(465, 342, 907, 618)"
143,0:04,Objeto,truck,0.9,123648,"(458, 345, 906, 621)"
143,0:04,Fuego,fire,0.32,288,"(691, 467, 709, 483)"
144,0:04,Objeto,truck,0.9,123372,"(458, 345, 905, 621)"
144,0:04,Fuego,fire,0.32,288,"(691, 467, 709, 483)"
145,0:04,Objeto,truck,0.75,126280,"(451, 345, 902, 625)"
145,0:04,Objeto,bus,0.39,126900,"(451, 344, 901, 626)"
145,0:04,Fuego,fire,0.32,304,"(690, 469, 709, 485)"
146,0:04,Objeto,truck,0.82,129960,"(446, 345, 902, 630)"
