Frame,Tiempo,Tipo,Etiqueta,Confianza,Area,Coordenadas
176,0:05,Objeto,person,0.48,2052,"(774, 385, 810, 442)"
177,0:05,Objeto,person,0.48,1938,"(778, 384, 812, 441)"
178,0:05,Objeto,person,0.37,2112,"(781, 383, 814, 447)"
178,0:05,Objeto,boat,0.35,12544,"(535, 137, 663, 235)"
179,0:05,Objeto,person,0.37,1824,"(783, 381, 815, 438)"
179,0:05,Objeto,boat,0.33,11684,"(535, 138, 662, 230)"
180,0:06,Objeto,person,0.49,2541,"(783, 378, 816, 455)"
181,0:06,Objeto,person,0.6,3040,"(781, 374, 819, 454)"
182,0:06,Objeto,person,0.54,3486,"(780, 370, 822, 453)"
182,0:06,Objeto,person,0.46,1984,"(789, 371, 821, 433)"
182,0:06,Objeto,frisbee,0.32,6324,"(368, 268, 461, 336)"
183,0:06,Objeto,person,0.54,3825,"(780, 368, 825, 453)"
183,0:06,Objeto,frisbee,0.38,6365,"(366, 269, 461, 336)"
183,0:06,Objeto,person,0.38,2613,"(785, 368, 824, 435)"
184,0:06,Objeto,person,0.46,3995,"(782, 368, 829, 453)"
184,0:06,Objeto,frisbee,0.38,6365,"(367, 271, 462, 338)"
184,0:06,Objeto,person,0.31,1904,"(794, 366, 828, 422)"
185,0:06,Objeto,frisbee,0.49,6336,"(365, 273, 461, 339)"
185,0:06,Objeto,person,0.42,1890,"(796, 365, 831, 419)"
185,0:06,Objeto,person,0.39,3726,"(785, 366, 831, 447)"
186,0:06,Objeto,person,0.53,3510,"(789, 365, 834, 443)"
186,0:06,Objeto,frisbee,0.39,6596,"(364, 273, 461, 341)"
187,0:06,Objeto,person,0.53,3330,"(793, 365, 838, 439)"
188,0:06,Objeto,person,0.4,2652,"(801, 365, 840, 433)"
189,0:06,Objeto,person,0.33,2345,"(808, 363, 843, 430)"
191,0:06,Objeto,person,0.45,2652,"(817, 361, 851, 439)"
192,0:06,Objeto,person,0.55,2640,"(821, 359, 854, 439)"
193,0:06,Objeto,person,0.6,2940,"(823, 358, 858, 442)"
194,0:06,Objeto,person,0.54,3306,"(824, 354, 862, 441)"
195,0:06,Objeto,person,0.74,3560,"(827, 352, 867, 441)"
196,0:06,Objeto,person,0.46,3608,"(831, 351, 872, 439)"
197,0:06,Objeto,person,0.38,3192,"(836, 350, 874, 434)"
197,0:06,Objeto,person,0.35,1792,"(841, 350, 873, 406)"
198,0:06,Objeto,person,0.38,1860,"(845, 349, 876, 409)"
199,0:06,Objeto,person,0.44,2304,"(847, 349, 879, 421)"
200,0:06,Objeto,person,0.34,2310,"(850, 351, 883, 421)"
201,0:06,Objeto,person,0.34,2376,"(854, 352, 887, 424)"
202,0:06,Objeto,person,0.67,2175,"(860, 350, 889, 425)"
203,0:06,Objeto,person,0.65,2848,"(863, 339, 895, 428)"
204,0:06,Objeto,person,0.58,2772,"(866, 346, 899, 430)"
205,0:06,Objeto,person,0.7,3182,"(867, 347, 904, 433)"
206,0:06,Objeto,person,0.73,3096,"(872, 347, 908, 433)"
207,0:06,Objeto,person,0.33,2905,"(877, 350, 912, 433)"
208,0:06,Objeto,person,0.49,2844,"(883, 352, 919, 431)"
208,0:06,Objeto,person,0.47,1952,"(886, 350, 918, 411)"
208,0:06,Objeto,boat,0.4,15429,"(548, 160, 687, 271)"
209,0:06,Objeto,person,0.47,2926,"(888, 348, 926, 425)"
209,0:06,Objeto,boat,0.38,15369,"(550, 161, 691, 270)"
210,0:07,Objeto,person,0.51,2664,"(894, 351, 930, 425)"
212,0:07,Objeto,person,0.36,2555,"(905, 354, 940, 427)"
212,0:07,Objeto,boat,0.36,15158,"(556, 162, 699, 268)"
213,0:07,Objeto,person,0.46,2701,"(908, 353, 945, 426)"
213,0:07,Objeto,boat,0.37,13900,"(562, 164, 701, 264)"
214,0:07,Objeto,person,0.45,2772,"(912, 353, 948, 430)"
214,0:07,Objeto,boat,0.34,13206,"(562, 166, 704, 259)"
215,0:07,Objeto,person,0.55,3315,"(914, 353, 953, 438)"
215,0:07,Objeto,boat,0.3,13348,"(564, 167, 706, 261)"
216,0:07,Objeto,person,0.55,2952,"(923, 355, 959, 437)"
216,0:07,Humo,smoke,0.21,385892,"(2, 0, 1068, 362)"
217,0:07,Objeto,person,0.43,3367,"(926, 352, 963, 443)"
218,0:07,Objeto,person,0.45,3906,"(927, 351, 969, 444)"
219,0:07,Objeto,person,0.58,3627,"(933, 349, 972, 442)"
220,0:07,Objeto,person,0.61,3627,"(936, 347, 975, 440)"
221,0:07,Objeto,person,0.59,3895,"(937, 346, 978, 441)"
222,0:07,Objeto,person,0.67,3680,"(938, 348, 978, 440)"
223,0:07,Objeto,person,0.7,3330,"(939, 350, 976, 440)"
224,0:07,Objeto,person,0.55,3306,"(939, 351, 977, 438)"
225,0:07,Objeto,person,0.62,3440,"(937, 351, 977, 437)"
225,0:07,Objeto,car,0.36,15680,"(583, 177, 723, 289)"
226,0:07,Objeto,person,0.58,3280,"(937, 353, 977, 435)"
226,0:07,Objeto,car,0.39,14805,"(581, 179, 722, 284)"
227,0:07,Objeto,car,0.51,15680,"(580, 181, 720, 293)"
227,0:07,Objeto,person,0.5,3640,"(934, 353, 974, 444)"
228,0:07,Objeto,person,0.48,3640,"(933, 351, 973, 442)"
228,0:07,Objeto,car,0.36,15984,"(575, 182, 719, 293)"
229,0:07,Objeto,person,0.54,4275,"(930, 349, 975, 444)"
229,0:07,Objeto,frisbee,0.39,7700,"(384, 318, 484, 395)"
230,0:07,Objeto,person,0.61,4320,"(929, 348, 974, 444)"
230,0:07,Objeto,frisbee,0.37,7752,"(381, 320, 483, 396)"
231,0:07,Objeto,person,0.6,4802,"(926, 347, 975, 445)"
231,0:07,Objeto,sports ball,0.54,7676,"(379, 322, 480, 398)"
232,0:07,Objeto,person,0.6,5096,"(921, 344, 970, 448)"
232,0:07,Objeto,frisbee,0.35,7956,"(375, 322, 477, 400)"
233,0:07,Objeto,person,0.58,5253,"(919, 343, 970, 446)"
233,0:07,Objeto,car,0.3,15151,"(569, 190, 708, 299)"
234,0:07,Objeto,car,0.47,16215,"(564, 191, 705, 306)"
234,0:07,Objeto,person,0.46,3828,"(924, 342, 968, 429)"
236,0:07,Objeto,person,0.43,2880,"(926, 342, 966, 414)"
236,0:07,Objeto,boat,0.34,15301,"(556, 192, 699, 299)"
237,0:07,Objeto,person,0.48,3256,"(923, 341, 967, 415)"
237,0:07,Humo,smoke,0.21,465915,"(5, 0, 1052, 445)"
238,0:07,Objeto,person,0.47,3182,"(922, 341, 965, 415)"
238,0:07,Humo,smoke,0.21,365313,"(1, 0, 970, 377)"
239,0:07,Objeto,person,0.39,2400,"(922, 342, 962, 402)"
239,0:07,Humo,smoke,0.22,364219,"(1, 0, 962, 379)"
240,0:08,Objeto,person,0.64,3198,"(920, 341, 961, 419)"
240,0:08,Humo,smoke,0.24,358826,"(0, 0, 962, 373)"
241,0:08,Objeto,person,0.62,3159,"(919, 340, 958, 421)"
241,0:08,Humo,smoke,0.25,352610,"(4, 0, 957, 370)"
242,0:08,Objeto,person,0.6,3652,"(913, 340, 957, 423)"
242,0:08,Humo,smoke,0.21,362880,"(5, 0, 965, 378)"
243,0:08,Objeto,person,0.64,3864,"(912, 340, 958, 424)"
243,0:08,Humo,smoke,0.22,362331,"(8, 0, 959, 381)"
244,0:08,Objeto,person,0.59,5208,"(905, 336, 961, 429)"
244,0:08,Humo,smoke,0.23,356625,"(7, 0, 958, 375)"
245,0:08,Objeto,person,0.53,5035,"(905, 334, 958, 429)"
246,0:08,Objeto,person,0.62,4992,"(904, 334, 956, 430)"
247,0:08,Objeto,person,0.47,4888,"(902, 334, 954, 428)"
247,0:08,Humo,smoke,0.2,353228,"(12, 0, 944, 379)"
248,0:08,Objeto,person,0.41,5225,"(898, 334, 953, 429)"
249,0:08,Objeto,person,0.34,2378,"(911, 333, 952, 391)"
249,0:08,Humo,smoke,0.24,350028,"(12, 0, 938, 378)"
250,0:08,Objeto,person,0.49,4116,"(903, 333, 952, 417)"
251,0:08,Objeto,person,0.49,3744,"(903, 333, 951, 411)"
251,0:08,Objeto,car,0.35,13392,"(524, 206, 668, 299)"
252,0:08,Objeto,person,0.55,3139,"(906, 333, 949, 406)"
252,0:08,Objeto,car,0.52,14112,"(521, 206, 665, 304)"
253,0:08,Objeto,car,0.51,17835,"(519, 207, 664, 330)"
253,0:08,Objeto,person,0.46,2760,"(906, 334, 946, 403)"
254,0:08,Objeto,person,0.43,2368,"(907, 334, 944, 398)"
254,0:08,Objeto,car,0.42,18816,"(514, 207, 661, 335)"
255,0:08,Objeto,person,0.56,3280,"(902, 333, 942, 415)"
255,0:08,Objeto,car,0.43,19519,"(511, 207, 660, 338)"
256,0:08,Objeto,car,0.45,17255,"(511, 207, 656, 326)"
257,0:08,Objeto,car,0.34,16936,"(506, 208, 652, 324)"
257,0:08,Objeto,person,0.33,3696,"(895, 330, 939, 414)"
258,0:08,Objeto,person,0.42,4488,"(888, 329, 939, 417)"
259,0:08,Objeto,person,0.68,4263,"(889, 327, 938, 414)"
259,0:08,Humo,smoke,0.22,413595,"(0, 0, 909, 455)"
260,0:08,Objeto,person,0.38,3784,"(894, 326, 938, 412)"
260,0:08,Humo,smoke,0.23,336000,"(18, 0, 893, 384)"
264,0:08,Objeto,person,0.57,3496,"(886, 324, 932, 400)"
264,0:08,Humo,smoke,0.24,400148,"(0, 0, 922, 434)"
265,0:08,Objeto,person,0.44,3150,"(887, 324, 929, 399)"
265,0:08,Objeto,sports ball,0.33,8798,"(259, 352, 365, 435)"
266,0:08,Objeto,person,0.37,2622,"(887, 324, 925, 393)"
266,0:08,Humo,smoke,0.23,414936,"(0, 0, 918, 452)"
267,0:08,Objeto,person,0.55,2496,"(883, 324, 922, 388)"
267,0:08,Humo,smoke,0.26,413140,"(0, 0, 910, 454)"
268,0:08,Objeto,person,0.6,2691,"(880, 321, 919, 390)"
268,0:08,Objeto,boat,0.3,18240,"(462, 218, 614, 338)"
269,0:08,Objeto,person,0.51,3145,"(878, 319, 915, 404)"
269,0:08,Humo,smoke,0.25,411284,"(0, 0, 916, 449)"
270,0:09,Objeto,person,0.53,1870,"(876, 316, 910, 371)"
270,0:09,Objeto,car,0.35,16023,"(459, 219, 606, 328)"
271,0:09,Objeto,person,0.55,1870,"(873, 314, 907, 369)"
271,0:09,Objeto,boat,0.36,17433,"(451, 218, 600, 335)"
272,0:09,Objeto,person,0.6,1890,"(867, 311, 902, 365)"
272,0:09,Humo,smoke,0.33,383680,"(0, 0, 880, 436)"
273,0:09,Objeto,person,0.45,1870,"(863, 309, 897, 364)"
273,0:09,Objeto,boat,0.3,17898,"(437, 219, 594, 333)"
274,0:09,Objeto,person,0.67,1760,"(859, 306, 891, 361)"
274,0:09,Objeto,car,0.34,16830,"(430, 220, 583, 330)"
274,0:09,Objeto,boat,0.32,16632,"(430, 220, 584, 328)"
275,0:09,Objeto,person,0.59,1904,"(853, 305, 887, 361)"
275,0:09,Objeto,car,0.46,15808,"(425, 221, 577, 325)"
276,0:09,Objeto,car,0.55,14400,"(418, 222, 568, 318)"
276,0:09,Objeto,person,0.52,1848,"(847, 304, 880, 360)"
277,0:09,Objeto,person,0.48,1728,"(841, 303, 873, 357)"
277,0:09,Objeto,car,0.44,16016,"(408, 222, 562, 326)"
278,0:09,Objeto,person,0.42,2414,"(833, 301, 867, 372)"
278,0:09,Objeto,car,0.38,17024,"(401, 223, 553, 335)"
279,0:09,Objeto,person,0.59,2130,"(829, 300, 859, 371)"
279,0:09,Objeto,car,0.38,17584,"(390, 225, 547, 337)"
280,0:09,Objeto,person,0.38,2100,"(823, 298, 851, 373)"
280,0:09,Objeto,car,0.34,15810,"(384, 226, 539, 328)"
